u,v,key,length,highway,name,coordinates,가로수
436871390,3829015301,0,60.155119119244155,residential,경동시장로,"[[127.0402828, 37.5866311], [127.0403146, 37.5860907]]",True
436871390,11612969449,0,31.012621755665673,secondary,제기로,"[[127.0402828, 37.5866311], [127.0406342, 37.5866468]]",True
436871390,11612969180,0,14.37616281527959,secondary,제기로,"[[127.0402828, 37.5866311], [127.0401198, 37.5866255]]",True
436871390,3828715724,0,70.09697578292437,residential,제기로15길,"[[127.0402828, 37.5866311], [127.040237, 37.5867202], [127.0402316, 37.5867447], [127.0402141, 37.5869368], [127.0402093, 37.5869598], [127.0401395, 37.5870144], [127.0401258, 37.587032], [127.0401003, 37.5871304], [127.0400897, 37.5871476], [127.0400768, 37.58716], [127.0400574, 37.5871687], [127.040008, 37.587183]]",True
436871394,3829085067,0,155.04260983545055,secondary,제기로,"[[127.04309, 37.58673], [127.0448487, 37.5867736]]",True
436871394,3828715671,0,23.64108801733719,secondary,제기로,"[[127.04309, 37.58673], [127.0428218, 37.5867242]]",True
436871394,436881875,0,63.0735200463013,secondary,홍릉로,"[[127.04309, 37.58673], [127.04303, 37.58696], [127.04298, 37.58729]]",True
436871394,4172491891,0,61.56938121933446,secondary,홍릉로,"[[127.04309, 37.58673], [127.04318, 37.58643], [127.043261, 37.5861932]]",True
436871811,3829007997,0,7.80924948214518,residential,정릉천동로,"[[127.03621, 37.58379], [127.0362301, 37.5838584]]",True
436871811,436860746,0,109.1974777298582,residential,정릉천동로,"[[127.03621, 37.58379], [127.0359525, 37.5828294]]",True
436871811,3829007998,0,38.4055339830102,residential,약령시로11길,"[[127.03621, 37.58379], [127.0357853, 37.5838676]]",True
436871814,7625662425,0,61.07081795570279,residential,정릉천동로,"[[127.03679, 37.58592], [127.03688, 37.58618], [127.036954, 37.5864534]]",True
436871814,3829008050,0,121.23749722532996,residential,정릉천동로,"[[127.03679, 37.58592], [127.03659, 37.58509], [127.0365202, 37.584851]]",True
436871814,3829015295,0,28.170303276281206,residential,,"[[127.03679, 37.58592], [127.0366949, 37.5859735], [127.0365008, 37.5860208]]",True
436871814,3829015274,0,87.40911783912499,residential,약령중앙로,"[[127.03679, 37.58592], [127.0369019, 37.5858536], [127.0370328, 37.5858165], [127.0371297, 37.5857551], [127.0371798, 37.5856642], [127.0372509, 37.5855566], [127.0373026, 37.5855362], [127.0374786, 37.5855234], [127.0375546, 37.5855195]]",True
436871817,7625662425,0,11.759306346341742,residential,정릉천동로,"[[127.036982, 37.5865568], [127.036954, 37.5864534]]",True
436871817,436871385,0,18.331296209814855,secondary,제기로,"[[127.036982, 37.5865568], [127.03719, 37.58656]]",True
436871817,3829015310,0,16.935865442013508,secondary,제기로,"[[127.036982, 37.5865568], [127.0367898, 37.586556]]",True
436872021,4456895066,0,20.52742177954011,secondary,회기로,"[[127.0363517, 37.5912061], [127.0365845, 37.5912133]]",True
436872021,5404768239,0,76.69748977629604,primary,종암로,"[[127.0363517, 37.5912061], [127.0363569, 37.5906189], [127.0363501, 37.5905165]]",True
436875635,5226829463,0,94.38053496043676,primary,청계천로,"[[127.0290262, 37.5703614], [127.0280205, 37.570653]]",True
436875635,8508478950,0,39.53889467542899,residential,,"[[127.0290262, 37.5703614], [127.0291697, 37.5706983]]",True
436875635,796035374,0,120.24536900680148,primary,청계천로,"[[127.0290262, 37.5703614], [127.0300501, 37.5700848], [127.0301723, 37.5700621], [127.0303262, 37.5700371]]",True
436881849,3829083162,0,35.812879437550706,secondary,홍릉로,"[[127.0450388, 37.5807814], [127.0449425, 37.5810943]]",True
436881849,1939144058,0,62.85804163853901,secondary_link,,"[[127.0450388, 37.5807814], [127.0451179, 37.5807284], [127.0451731, 37.5806874], [127.0452426, 37.5806624], [127.0453298, 37.5806446], [127.0454358, 37.5806236], [127.0455241, 37.5806072], [127.0455967, 37.5806018], [127.0456908, 37.5806111]]",True
436881849,1939144055,0,41.323254289893704,secondary,홍릉로,"[[127.0450388, 37.5807814], [127.0450436, 37.5805901], [127.044996, 37.5804138]]",True
436881851,3830520301,0,85.94981017157791,secondary,홍릉로,"[[127.04465, 37.58192], [127.0444115, 37.5826695]]",True
436881851,3829083162,0,95.3631754796887,secondary,홍릉로,"[[127.04465, 37.58192], [127.0449425, 37.5810943]]",True
436881851,3830520209,0,59.49507854440791,residential,홍릉로3길,"[[127.04465, 37.58192], [127.0440698, 37.5817953], [127.043996, 37.581791]]",True
436881875,3830680126,0,62.64024823097468,residential,홍릉로22길,"[[127.04298, 37.58729], [127.0436886, 37.5873353]]",True
436881875,436881877,0,73.91582414490917,secondary,홍릉로,"[[127.04298, 37.58729], [127.04288, 37.58795]]",True
436881875,436871394,0,63.0735200463013,secondary,홍릉로,"[[127.04298, 37.58729], [127.04303, 37.58696], [127.04309, 37.58673]]",True
436881877,8555998805,0,19.69349157051595,secondary,홍릉로,"[[127.04288, 37.58795], [127.0428509, 37.5881256]]",True
436881877,436881875,0,73.91582414490917,secondary,홍릉로,"[[127.04288, 37.58795], [127.04298, 37.58729]]",True
436881877,3830680173,0,66.46517553401877,residential,홍릉로24길,"[[127.04288, 37.58795], [127.0431293, 37.5879751], [127.0436308, 37.588006]]",True
436881885,11247717525,0,21.566478835940327,secondary,홍릉로,"[[127.0424216, 37.5903253], [127.0424525, 37.5901329]]",True
436881885,3828715944,0,38.98204526706014,residential,홍릉로27길,"[[127.0424216, 37.5903253], [127.0422913, 37.5903167], [127.0421829, 37.5903116], [127.0420842, 37.5902965], [127.0419854, 37.5902747]]",True
436881885,436881887,0,68.00058588723579,secondary,홍릉로,"[[127.0424216, 37.5903253], [127.0424236, 37.5905059], [127.0424219, 37.5906795], [127.0424561, 37.5909354]]",True
436881887,8555998753,0,35.192252728121275,secondary,홍릉로,"[[127.0424561, 37.5909354], [127.0424961, 37.5912503]]",True
436881887,3828715949,0,157.13047500176256,residential,홍릉로29길,"[[127.0424561, 37.5909354], [127.0423317, 37.5909514], [127.0421005, 37.5909325], [127.0419393, 37.5908938], [127.0418759, 37.5908383], [127.0417002, 37.5908362], [127.0416579, 37.5908781], [127.0415258, 37.5908027], [127.0412681, 37.5906205], [127.0410858, 37.5904729], [127.0409848, 37.5903853]]",True
436881887,436881885,0,68.00058588723579,secondary,홍릉로,"[[127.0424561, 37.5909354], [127.0424219, 37.5906795], [127.0424236, 37.5905059], [127.0424216, 37.5903253]]",True
436881887,6272903449,0,59.776333501898456,secondary_link,,"[[127.0424561, 37.5909354], [127.0424145, 37.5910134], [127.0423794, 37.5910964], [127.0423472, 37.5911389], [127.042315, 37.5911729], [127.0422426, 37.5912154], [127.0421675, 37.5912516], [127.0420205, 37.5913142]]",True
436881887,8555998732,0,55.85875693446647,secondary_link,,"[[127.0424561, 37.5909354], [127.0425041, 37.5910242], [127.0425631, 37.5910996], [127.0426476, 37.591191], [127.0427254, 37.5912643], [127.0428177, 37.5913437]]",True
436881889,8555998756,0,20.10231211340088,secondary,회기로,"[[127.0425165, 37.5913734], [127.042731, 37.591435]]",True
436881889,8555998761,0,19.59762153969131,secondary,회기로,"[[127.0425165, 37.5913734], [127.0422969, 37.5913454]]",True
436881889,8555998753,0,13.805622715935076,secondary,홍릉로,"[[127.0425165, 37.5913734], [127.0424961, 37.5912503]]",True
436881889,8556013409,0,12.340817606264476,service,,"[[127.0425165, 37.5913734], [127.0425369, 37.5914832]]",True
436882717,3830680309,0,60.97938491132928,secondary,회기로,"[[127.0546093, 37.5904834], [127.0552649, 37.5903077]]",True
436882717,3830680334,0,19.309800454016766,secondary,회기로,"[[127.0546093, 37.5904834], [127.0544043, 37.5905448]]",True
436882717,3375132844,0,96.1599505079877,residential,회기로25길,"[[127.0546093, 37.5904834], [127.0546357, 37.5906118], [127.0547242, 37.5907284], [127.0549441, 37.5908486], [127.0552272, 37.590989], [127.0553717, 37.591032]]",True
436882717,3375132842,0,21.821623325667677,residential,회기로26길,"[[127.0546093, 37.5904834], [127.0545926, 37.5904232], [127.054549, 37.5902931]]",True
436882721,3830680384,0,35.23735906397195,residential,회기로21길,"[[127.0528806, 37.5914413], [127.0530628, 37.5917234]]",True
436882721,4988149583,0,20.467316228011295,secondary,회기로,"[[127.0528806, 37.5914413], [127.0530676, 37.5913321]]",True
436882721,3365345946,0,27.06190419502701,secondary,회기로,"[[127.0528806, 37.5914413], [127.0526003, 37.5915408]]",True
436882721,3375132843,0,56.101365398626626,residential,회기로,"[[127.0528806, 37.5914413], [127.0528398, 37.5913872], [127.052596, 37.5909902]]",True
436882725,3830680373,0,17.396098997021483,secondary,회기로,"[[127.05181, 37.5913], [127.0516163, 37.5913303]]",True
436882725,436776271,0,54.568335020879026,secondary,회기로,"[[127.05181, 37.5913], [127.0519254, 37.5913165], [127.0520246, 37.5913649], [127.0522541, 37.5916104]]",True
436882725,3830680356,0,65.59724133270953,residential,회기로18길,"[[127.05181, 37.5913], [127.0518959, 37.5912314], [127.0519483, 37.5911961], [127.0524578, 37.5910242]]",True
436882727,3369547803,0,91.03989103712496,secondary,회기로,"[[127.0497345, 37.5914546], [127.0507672, 37.5914275]]",True
436882727,3830680379,0,111.9307567609032,secondary,회기로,"[[127.0497345, 37.5914546], [127.0484652, 37.5914959]]",True
436882727,1157443401,0,41.45689123079967,residential,회기로,"[[127.0497345, 37.5914546], [127.0497543, 37.5918271]]",True
436882727,3830680365,0,31.871687208768037,residential,회기로12길,"[[127.0497345, 37.5914546], [127.049781, 37.5913942], [127.0497672, 37.5911786]]",True
436882731,8555998756,0,26.27787651181533,secondary,회기로,"[[127.0430134, 37.591511], [127.042731, 37.591435]]",True
436882731,8496353137,0,58.48390339375059,secondary,회기로,"[[127.0430134, 37.591511], [127.0435722, 37.5916705], [127.043637, 37.5916911]]",True
436882731,8555998732,0,25.378534093191742,secondary_link,,"[[127.0430134, 37.591511], [127.0428997, 37.5914189], [127.0428354, 37.5913589], [127.0428177, 37.5913437]]",True
436882733,6272903449,0,17.74066354037796,secondary,회기로,"[[127.0418198, 37.5913014], [127.0420205, 37.5913142]]",True
436882733,3828716094,0,11.046451247651545,secondary,회기로,"[[127.0418198, 37.5913014], [127.0416953, 37.5912897]]",True
436882733,8556013408,0,10.088199427044824,service,,"[[127.0418198, 37.5913014], [127.0418225, 37.5913921]]",True
436883188,436883189,0,13.31310540077029,secondary,휘경로,"[[127.06152, 37.5959], [127.0613883, 37.5959587]]",False
436883188,3831105879,0,75.18918398053927,tertiary_link,,"[[127.06152, 37.5959], [127.0616616, 37.5958904], [127.0616901, 37.5958874], [127.0617173, 37.5958815], [127.0622487, 37.5956368], [127.0622832, 37.5956212]]",False
436883188,3831105392,0,268.69466724117154,secondary,"['외대앞역지하차도', '휘경로']","[[127.06152, 37.5959], [127.06215, 37.5956], [127.0624257, 37.5954711], [127.0627854, 37.5952979], [127.0629, 37.59524], [127.0631871, 37.5951149], [127.0633113, 37.5950583], [127.06391, 37.59479], [127.0641714, 37.5947127]]",False
436883188,10298618049,0,33.86840269775324,tertiary_link,,"[[127.06152, 37.5959], [127.061613, 37.5957991], [127.0616295, 37.595784], [127.0616495, 37.5957682], [127.0617975, 37.5956968]]",False
436883189,436883188,0,13.31310540077029,secondary,휘경로,"[[127.0613883, 37.5959587], [127.06152, 37.5959]]",False
436883189,3831105925,0,20.540645213025982,secondary,휘경로,"[[127.0613883, 37.5959587], [127.0611882, 37.5960535]]",True
436883189,11037629725,0,9.936323978434066,residential,휘경로,"[[127.0613883, 37.5959587], [127.0614713, 37.5960192]]",False
436883191,11037629764,0,17.430543478805962,secondary,휘경로,"[[127.0609197, 37.596176], [127.0610921, 37.5960991]]",True
436883191,3831194685,0,25.921723372225063,secondary,휘경로,"[[127.0609197, 37.596176], [127.0606637, 37.5962909]]",True
436883191,11037629721,0,8.58690909368066,residential,휘경로,"[[127.0609197, 37.596176], [127.0609647, 37.5962445]]",True
436883191,11037629744,0,7.055870187986116,residential,휘경로,"[[127.0609197, 37.596176], [127.060883, 37.5961196]]",True
436883197,12393112764,0,6.772387044153638,living_street,회기로29길,"[[127.0581261, 37.5901346], [127.0581004, 37.590192]]",True
436883197,12393112766,0,51.035657455707195,"['living_street', 'secondary']",회기로,"[[127.0581261, 37.5901346], [127.0579657, 37.5900838], [127.0577751, 37.590045], [127.0575673, 37.5900227]]",True
436883197,12393170532,0,61.10244259885377,living_street,회기로31길,"[[127.0581261, 37.5901346], [127.0583522, 37.5901971], [127.0586303, 37.5902773], [127.0587628, 37.5903456]]",True
436883199,12393170532,0,10.52039653453927,living_street,회기로31길,"[[127.0588531, 37.5904075], [127.0587628, 37.5903456]]",False
436883199,3831193179,0,72.81293254165138,living_street,회기로31가길,"[[127.0588531, 37.5904075], [127.0586713, 37.5904387], [127.0581315, 37.5904706], [127.0580328, 37.5904774]]",False
436883199,3831193192,0,63.15664714914546,living_street,회기로31길,"[[127.0588531, 37.5904075], [127.0589178, 37.5904491], [127.0593563, 37.5907334], [127.0593987, 37.5907744]]",False
436883201,9776882878,0,5.903007096581294,residential,,"[[127.06085, 37.59029], [127.0608686, 37.590341]]",True
436883201,9848667093,0,81.64865371379007,residential,망우로21길,"[[127.06085, 37.59029], [127.0617738, 37.5903477]]",True
436883201,3831193172,0,29.71881334221663,residential,망우로21길,"[[127.06085, 37.59029], [127.060515, 37.5902589]]",True
490631657,7617572283,0,14.274957168038142,residential,고산자로32길,"[[127.0382147, 37.5767107], [127.0383765, 37.5767046]]",True
490631657,7617572281,0,6.556934884455035,residential,고산자로31길,"[[127.0382147, 37.5767107], [127.0381403, 37.5767113]]",True
490631657,436818221,0,85.22012356246061,primary,고산자로,"[[127.0382147, 37.5767107], [127.0381678, 37.5759452]]",True
490631657,436818224,0,96.41907301063029,primary,고산자로,"[[127.0382147, 37.5767107], [127.0382702, 37.5775767]]",True
490631662,12389288140,0,7.609866565220355,service,,"[[127.0430904, 37.5726926], [127.0430498, 37.5726322]]",True
490631666,3830519430,0,35.87328985027141,residential,답십리로30길,"[[127.0483639, 37.5741524], [127.048581, 37.5744253]]",False
490631666,490631672,0,108.32576570525244,residential,답십리로30길,"[[127.0483639, 37.5741524], [127.0476709, 37.5733478]]",False
490631666,3830519390,0,79.42229440675355,residential,서울시립대로4길,"[[127.0483639, 37.5741524], [127.0491057, 37.5737468]]",False
490631666,8498629292,0,23.944493881275296,residential,서울시립대로4길,"[[127.0483639, 37.5741524], [127.0481383, 37.5742724]]",False
490631668,8327193044,0,49.477437515203256,residential,답십리로38길,"[[127.0498377, 37.5733477], [127.0501393, 37.573723]]",False
490631668,490631673,0,107.49347705377122,residential,답십리로38길,"[[127.0498377, 37.5733477], [127.0491465, 37.5725512]]",False
490631668,3830519368,0,37.737363896046496,residential,서울시립대로4길,"[[127.0498377, 37.5733477], [127.0501931, 37.5731584]]",False
490631668,3830519390,0,78.30131207369942,residential,서울시립대로4길,"[[127.0498377, 37.5733477], [127.0491057, 37.5737468]]",False
490631670,12389319227,0,19.690029887879874,residential,사가정로4길,"[[127.0513665, 37.5724813], [127.0515271, 37.5723582]]",True
490631672,490631666,0,108.32576570525244,residential,답십리로30길,"[[127.0476709, 37.5733478], [127.0483639, 37.5741524]]",False
490631672,12389311278,0,63.21739306110079,residential,답십리로30길,"[[127.0476709, 37.5733478], [127.0472861, 37.572868]]",True
490631672,3830519370,0,35.52492949303337,residential,서울시립대로2길,"[[127.0476709, 37.5733478], [127.0480041, 37.573168]]",False
490631672,3830519379,0,32.22408930673541,residential,서울시립대로2길,"[[127.0476709, 37.5733478], [127.047361, 37.5735016]]",False
490631673,3830515843,0,38.67662141208247,residential,서울시립대로2길,"[[127.0491465, 37.5725512], [127.0495121, 37.5723588]]",False
490631673,3830515845,0,24.593276186384596,residential,서울시립대로2길,"[[127.0491465, 37.5725512], [127.0489156, 37.5726754]]",False
490631673,490631668,0,107.49347705377122,residential,답십리로38길,"[[127.0491465, 37.5725512], [127.0498377, 37.5733477]]",False
490631673,12389311275,0,88.22789212745946,residential,답십리로38길,"[[127.0491465, 37.5725512], [127.0486075, 37.5719223], [127.0485786, 37.5718983]]",True
490631683,8498629292,0,51.927506205867786,residential,서울시립대로4길,"[[127.0476491, 37.5745327], [127.0481383, 37.5742724]]",False
490631683,11022811791,0,7.496146253392447,residential,서울시립대로4길,"[[127.0476491, 37.5745327], [127.0475785, 37.5745703]]",False
490631683,490631687,0,38.76185806065382,service,서울시립대로4길,"[[127.0476491, 37.5745327], [127.04755, 37.5744151], [127.0477676, 37.5743003]]",False
490631687,490631683,0,38.76185806065382,service,서울시립대로4길,"[[127.0477676, 37.5743003], [127.04755, 37.5744151], [127.0476491, 37.5745327]]",False
